job_title,role_clean,seniority_clean,company_name_clean,company_rating,industry,sector,city,state,company_size_clean,company_founded_year,company_revenue,min_salary_usd,max_salary_usd,avg_salary_usd,salary_outlier,description_length,skill_Python,skill_SQL,skill_Excel,skill_Tableau,skill_Power_BI,skill_Spark,skill_Hadoop,skill_AWS,skill_Azure,skill_GCP,skill_Machine_Learning,skill_Deep_Learning,skill_TensorFlow,skill_PyTorch,skill_Java,skill_SAS,skill_Scala,skill_NLP,skill_Statistics,skill_Docker,skill_Kubernetes,skill_Git,skill_NoSQL,skill_ETL,skill_A/B_Testing,skill_R
Marketing Data Analyst,Analyst,Not specified,Citadel Federal Credit Union,3.9,Banks & Credit Unions,Finance,Exton,PA,501 to 1000 employees,1937.0,Unknown / Non-Applicable,36000,62000,49000.0,False,3971,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Analyst,Analyst,Not specified,CALIBRE Systems,3.7,IT Services,Information Technology,Alexandria,VA,501 to 1000 employees,1989.0,$100 to $500 million (USD),50000,92000,71000.0,False,2632,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Director - Data, Privacy and AI Governance",Director,Not specified,MassMutual,3.6,Insurance Carriers,Insurance,Boston,MA,5001 to 10000 employees,1851.0,$10+ billion (USD),67000,135000,101000.0,False,4425,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Information Security Data Analyst,Analyst,Not specified,Motorola Solutions,3.7,Computer Hardware & Software,Information Technology,Chicago,IL,10000+ employees,1928.0,$5 to $10 billion (USD),42000,80000,61000.0,False,5768,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Scientist Manufacturing - Kentucky BioProcessing,Other/Unspecified,Not specified,Reynolds American,3.1,Consumer Products Manufacturing,Manufacturing,Owensboro,KY,5001 to 10000 employees,1875.0,$10+ billion (USD),68000,139000,103500.0,False,5182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Analytics Project Manager,Manager,Not specified,MassMutual,3.6,Insurance Carriers,Insurance,Springfield,MA,5001 to 10000 employees,1851.0,$10+ billion (USD),34000,92000,63000.0,False,5647,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Consultant - Analytics Consulting,Other/Unspecified,Not specified,Infosys,3.0,IT Services,Information Technology,Hartford,CT,10000+ employees,1981.0,$10+ billion (USD),54000,71000,62500.0,False,3449,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Data Engineer,Data Engineer,Not specified,Alignment Healthcare,3.5,Health Care Services & Hospitals,Health Care,Orange,CA,501 to 1000 employees,2013.0,Unknown / Non-Applicable,65000,124000,94500.0,False,5743,1,1,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0
Senior Scientist (Neuroscience),Other/Unspecified,Senior,Sunovion,3.5,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Marlborough,MA,1001 to 5000 employees,2010.0,$1 to $2 billion (USD),109000,200000,154500.0,False,4517,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Machine Learning Engineer - Regulatory,ML Engineer,Not specified,Cboe Global Markets,3.7,Stock Exchanges,Finance,Lenexa,KS,501 to 1000 employees,1973.0,$500 million to $1 billion (USD),61000,113000,87000.0,False,2860,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Data Engineer,Data Engineer,Not specified,Guidepoint,3.2,Research & Development,Business Services,New York,NY,501 to 1000 employees,2003.0,Unknown / Non-Applicable,43000,86000,64500.0,False,2926,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Scientist, Bacteriology",Other/Unspecified,Not specified,Cerus Corporation,2.1,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Concord,CA,201 to 500 employees,,$25 to $50 million (USD),74000,149000,111500.0,False,4300,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Associate Director, Platform and DevOps- Data Engineering and Aritifical Intelligence",Data Engineer,Not specified,Takeda Pharmaceuticals,3.7,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Cambridge,MA,10000+ employees,1781.0,$10+ billion (USD),113000,196000,154500.0,False,6817,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Senior Data Scientist,Data Scientist,Senior,Maven Wave Partners,4.4,Consulting,Business Services,Chicago,IL,201 to 500 employees,2008.0,$50 to $100 million (USD),97000,160000,128500.0,False,3160,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Clinical Laboratory Scientist,Other/Unspecified,Not specified,Vail Health,3.7,Health Care Services & Hospitals,Health Care,Vail,CO,501 to 1000 employees,1966.0,$100 to $500 million (USD),48000,78000,31500.0,False,1945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Senior Data Scientist - R&D Oncology,Data Scientist,Senior,AstraZeneca,3.9,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,New York,NY,10000+ employees,1913.0,$10+ billion (USD),102000,172000,137000.0,False,3169,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Data Engineer,Data Engineer,Not specified,Pinnacol Assurance,4.0,Insurance Carriers,Insurance,Denver,CO,501 to 1000 employees,1915.0,$500 million to $1 billion (USD),74000,124000,99000.0,False,4701,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0
Senior Data Scientist,Data Scientist,Senior,MathWorks,4.4,Computer Hardware & Software,Information Technology,Natick,MA,1001 to 5000 employees,1984.0,$1 to $2 billion (USD),108000,171000,139500.0,False,2518,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Data Engineer,Data Engineer,Not specified,MetroStar Systems,3.4,IT Services,Information Technology,Rockville,MD,201 to 500 employees,1999.0,$25 to $50 million (USD),76000,142000,109000.0,False,3677,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Director II, Data Science - GRM Actuarial",Director,Not specified,Liberty Mutual Insurance,3.3,Insurance Carriers,Insurance,Chicago,IL,10000+ employees,1912.0,$10+ billion (USD),202000,306000,254000.0,True,4471,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"Scientist, Molecular/Cellular Biologist",Other/Unspecified,Not specified,Audentes Therapeutics,2.9,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,South San Francisco,CA,201 to 500 employees,2012.0,Unknown / Non-Applicable,49000,97000,73000.0,False,3725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scientist - Analytical Services,Other/Unspecified,Not specified,Reynolds American,3.1,Consumer Products Manufacturing,Manufacturing,Winston-Salem,NC,5001 to 10000 employees,1875.0,$10+ billion (USD),65000,134000,99500.0,False,7121,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Associate Data Analyst- Graduate Development Program,Analyst,Not specified,National Interstate,3.3,Insurance Carriers,Insurance,Richfield,OH,501 to 1000 employees,1989.0,$500 million to $1 billion (USD),32000,59000,45500.0,False,2867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Sr. Data Engineer,Data Engineer,Senior,Moser Consulting,4.5,Consulting,Business Services,Indianapolis,IN,51 to 200 employees,1996.0,$25 to $50 million (USD),87000,158000,122500.0,False,2311,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0
Senior Insurance Data Scientist,Data Scientist,Senior,TransUnion,3.9,Financial Analytics & Research,Finance,Chicago,IL,5001 to 10000 employees,1968.0,$1 to $2 billion (USD),107000,173000,140000.0,False,5338,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Senior Data Science Systems Engineer,Other/Unspecified,Senior,MITRE,3.2,Federal Agencies,Government,Hampton,VA,5001 to 10000 employees,1958.0,$1 to $2 billion (USD),56000,99000,77500.0,False,3243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENVIRONMENTAL ENGINEER/SCIENTIST,Other/Unspecified,Not specified,Mcphail Associates,3.3,Construction,"Construction, Repair & Maintenance",Cambridge,MA,1 to 50 employees,1976.0,Unknown / Non-Applicable,50000,56000,26500.0,False,1848,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Scientist - Regulatory Submissions,Other/Unspecified,Senior,Reynolds American,3.1,Consumer Products Manufacturing,Manufacturing,Winston-Salem,NC,5001 to 10000 employees,1875.0,$10+ billion (USD),80000,155000,117500.0,False,7361,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scientist - Biomarker and Flow Cytometry,Other/Unspecified,Not specified,Crown Bioscience,2.4,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,San Diego,CA,501 to 1000 employees,2006.0,$50 to $100 million (USD),43000,98000,70500.0,False,3374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Revenue Analytics Manager,Manager,Not specified,HOVER,4.8,Computer Hardware & Software,Information Technology,San Francisco,CA,51 to 200 employees,2011.0,$25 to $50 million (USD),45000,78000,61500.0,False,3693,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Associate Scientist, LC/MS Biologics",Other/Unspecified,Not specified,Q2 Solutions,2.9,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Ithaca,NY,1001 to 5000 employees,2015.0,Unknown / Non-Applicable,44000,96000,70000.0,False,4707,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sr. Scientist Method Development,Other/Unspecified,Senior,Q2 Solutions,2.9,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Marietta,GA,1001 to 5000 employees,2015.0,Unknown / Non-Applicable,50000,110000,80000.0,False,4613,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IT - Data Engineer II,Data Engineer,Not specified,Arbella Insurance,3.4,Insurance Carriers,Insurance,Quincy,MA,1001 to 5000 employees,1988.0,$100 to $500 million (USD),61000,119000,90000.0,False,2752,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Research Scientist, Immunology - Cancer Biology",Other/Unspecified,Not specified,Kronos Bio,,-1,-1,Cambridge,MA,Unknown,,Unknown / Non-Applicable,100000,140000,120000.0,False,3309,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Project Scientist - Auton Lab, Robotics Institute",Other/Unspecified,Not specified,Software Engineering Institute,2.6,Colleges & Universities,Education,Pittsburgh,PA,501 to 1000 employees,1984.0,Unknown / Non-Applicable,56000,91000,73500.0,False,3078,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Enterprise Architect, Data",Other/Unspecified,Not specified,MassMutual,3.6,Insurance Carriers,Insurance,Boston,MA,5001 to 10000 employees,1851.0,$10+ billion (USD),101000,158000,129500.0,False,4624,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"Senior Manager, Epidemiologic Data Scientist",Data Scientist,Senior,Pfizer,4.0,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,New York,NY,10000+ employees,1849.0,$10+ billion (USD),125000,210000,167500.0,False,4914,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Corporate Risk Data Analyst (SQL Based) - Milwaukee or,Analyst,Not specified,Associated Banc-Corp,3.8,Banks & Credit Unions,Finance,Green Bay,WI,1001 to 5000 employees,1870.0,$1 to $2 billion (USD),43000,77000,60000.0,False,4103,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lead Data Scientist,Data Scientist,Senior,Zest AI,3.9,Financial Analytics & Research,Finance,Burbank,CA,51 to 200 employees,2009.0,$50 to $100 million (USD),139000,221000,180000.0,False,3199,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Marketing Data Analyst, May 2020 Undergrad",Analyst,Not specified,Fareportal,3.8,Travel Agencies,Travel & Tourism,New York,NY,1001 to 5000 employees,2002.0,$2 to $5 billion (USD),44000,86000,65000.0,False,2501,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Senior Data Engineer,Data Engineer,Senior,Genesys,4.3,Computer Hardware & Software,Information Technology,Durham,NC,5001 to 10000 employees,1990.0,$1 to $2 billion (USD),78000,147000,112500.0,False,4577,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Senior Data Analyst,Analyst,Senior,Moda Operandi,1.9,"Department, Clothing, & Shoe Stores",Retail,New York,NY,201 to 500 employees,2010.0,$100 to $500 million (USD),65000,110000,87500.0,False,4537,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Data Modeler - Data Solutions Engineer,Other/Unspecified,Not specified,Liberty Mutual Insurance,3.3,Insurance Carriers,Insurance,Indianapolis,IN,10000+ employees,1912.0,$10+ billion (USD),37000,66000,51500.0,False,4323,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Associate Environmental Scientist - Wildlife Biologist,Other/Unspecified,Not specified,QK,4.7,Architectural & Engineering Services,Business Services,Clovis,CA,51 to 200 employees,1972.0,$10 to $25 million (USD),38000,64000,51000.0,False,4223,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Associate, Data Science, Internal Audit",Other/Unspecified,Not specified,Santander,3.1,Banks & Credit Unions,Finance,Boston,MA,10000+ employees,1856.0,$10+ billion (USD),43000,82000,62500.0,False,3325,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Sr Data Engineer (Sr BI Developer),Data Engineer,Senior,Tivity Health,3.4,Health Care Services & Hospitals,Health Care,Chandler,AZ,501 to 1000 employees,1981.0,Unknown / Non-Applicable,90000,110000,100000.0,False,3889,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Data Engineer,Data Engineer,Not specified,BRMi,4.4,IT Services,Information Technology,Chantilly,VA,51 to 200 employees,2004.0,Unknown / Non-Applicable,61000,109000,85000.0,False,2869,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
Senior LiDAR Data Scientist,Data Scientist,Senior,Luminar Technologies,3.9,Computer Hardware & Software,Information Technology,Orlando,FL,201 to 500 employees,2012.0,Unknown / Non-Applicable,93000,151000,122000.0,False,5647,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Salesforce Analytics Consultant,Other/Unspecified,Not specified,"Emtec, Inc.",3.9,Enterprise Software & Network Solutions,Information Technology,Chicago,IL,501 to 1000 employees,1995.0,$100 to $500 million (USD),52000,81000,66500.0,False,4759,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Technology-Minded, Data Professional Opportunities",Other/Unspecified,Not specified,Veterans United Home Loans,4.7,Lending,Finance,Columbia,MO,1001 to 5000 employees,2002.0,Unknown / Non-Applicable,40000,101000,70500.0,False,2708,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Senior Data Engineer,Data Engineer,Senior,Praetorian,4.7,Security Services,Business Services,Austin,TX,51 to 200 employees,2010.0,$10 to $25 million (USD),97000,180000,138500.0,False,4854,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0
Managing Data Scientist/ML Engineer,Data Scientist,Not specified,PA Consulting,3.4,Consulting,Business Services,Boston,MA,1001 to 5000 employees,1943.0,$100 to $500 million (USD),81000,134000,107500.0,False,8761,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
"Scientist, Pharmacometrics",Other/Unspecified,Not specified,Agios Pharmaceuticals,3.8,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Cambridge,MA,501 to 1000 employees,2008.0,$50 to $100 million (USD),84000,157000,120500.0,False,2683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Staff Scientist- Upstream PD,Other/Unspecified,Not specified,Advanced BioScience Laboratories,2.7,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Rockville,MD,201 to 500 employees,1961.0,$25 to $50 million (USD),49000,113000,81000.0,False,4740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scientist Manufacturing Pharma - Kentucky BioProcessing,Other/Unspecified,Not specified,Reynolds American,3.1,Consumer Products Manufacturing,Manufacturing,Owensboro,KY,5001 to 10000 employees,1875.0,$10+ billion (USD),68000,139000,103500.0,False,5169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lead Big Data Engineer,Data Engineer,Senior,Glassdoor,4.0,Internet,Information Technology,San Francisco,CA,1001 to 5000 employees,2007.0,Unknown / Non-Applicable,121000,203000,162000.0,False,3978,1,0,1,0,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Product Engineer – Spatial Data Science and Statistical Analysis,Other/Unspecified,Not specified,Esri,3.5,Computer Hardware & Software,Information Technology,Redlands,CA,1001 to 5000 employees,1969.0,$1 to $2 billion (USD),52000,85000,68500.0,False,3413,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
Sr Software Engineer (Data Scientist),Data Scientist,Senior,Assurant,3.4,Insurance Carriers,Insurance,Westlake,OH,10000+ employees,1978.0,$5 to $10 billion (USD),81000,140000,110500.0,False,1735,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
Sr. Data Engineer (ETL Developer),Data Engineer,Senior,F&G,3.7,Insurance Carriers,Insurance,Des Moines,IA,201 to 500 employees,,$100 to $500 million (USD),83000,148000,115500.0,False,6569,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Senior Data Scientist Artificial Intelligence,Data Scientist,Senior,PNNL,3.8,Energy,"Oil, Gas, Energy & Utilities",Richland,WA,1001 to 5000 employees,1965.0,$500 million to $1 billion (USD),60000,101000,80500.0,False,5188,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
Analytics - Business Assurance Data Analyst,Analyst,Not specified,GreatAmerica Financial Services,4.6,Lending,Finance,Cedar Rapids,IA,501 to 1000 employees,1992.0,$100 to $500 million (USD),31000,55000,43000.0,False,4328,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Associate Director/Director, Safety Scientist",Director,Not specified,Acceleron Pharma,4.4,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Cambridge,MA,201 to 500 employees,2003.0,Unknown / Non-Applicable,102000,178000,140000.0,False,5449,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Senior Scientist, Cell Pharmacology/Assay Development",Other/Unspecified,Senior,Kronos Bio,,-1,-1,Cambridge,MA,Unknown,,Unknown / Non-Applicable,110000,130000,120000.0,False,3214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Analyst Senior,Analyst,Senior,AmeriHealth Caritas,3.0,Insurance Carriers,Insurance,Philadelphia,PA,5001 to 10000 employees,1983.0,$5 to $10 billion (USD),48000,85000,66500.0,False,3766,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
Lead Data Engineer (Python),Data Engineer,Senior,Strategic Employment Partners,4.7,Staffing & Outsourcing,Business Services,San Francisco,CA,51 to 200 employees,2006.0,$1 to $5 million (USD),66000,123000,94500.0,False,1504,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Data Scientist 4 Artificial Intelligence,Data Scientist,Senior,PNNL,3.8,Energy,"Oil, Gas, Energy & Utilities",Seattle,WA,1001 to 5000 employees,1965.0,$500 million to $1 billion (USD),92000,146000,119000.0,False,5186,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
Medical Lab Scientist - MLT,Other/Unspecified,Not specified,Catholic Health Initiatives,3.2,Health Care Services & Hospitals,Health Care,Omaha,NE,10000+ employees,1996.0,$10+ billion (USD),42000,58000,25000.0,False,1844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Senior Operations Data Analyst, Call Center Operations",Analyst,Senior,FLEETCOR,2.7,Financial Transaction Processing,Finance,Nashville,TN,5001 to 10000 employees,2000.0,$2 to $5 billion (USD),20000,34000,13500.0,False,4299,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Director II, Data Science - GRS Predictive Analytics",Director,Not specified,Liberty Mutual Insurance,3.3,Insurance Carriers,Insurance,Chicago,IL,10000+ employees,1912.0,$10+ billion (USD),150000,239000,194500.0,True,3935,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
RESEARCH COMPUTER SCIENTIST - RESEARCH ENGINEER - SR. COMPUTER SCIENTIST - SOFTWARE DEVELOPMENT,Other/Unspecified,Senior,Southwest Research Institute,3.9,Research & Development,Business Services,San Antonio,TX,1001 to 5000 employees,1947.0,$500 million to $1 billion (USD),52000,91000,71500.0,False,2332,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0
Geospatial Software Developer and Data Scientist,Data Scientist,Not specified,Applied Research Laboratories,3.7,Colleges & Universities,Education,Austin,TX,501 to 1000 employees,,Unknown / Non-Applicable,82000,129000,105500.0,False,8734,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0
Senior Scientist - Toxicologist - Product Integrity (Stewardship),Other/Unspecified,Senior,Reynolds American,3.1,Consumer Products Manufacturing,Manufacturing,Winston-Salem,NC,5001 to 10000 employees,1875.0,$10+ billion (USD),47000,101000,74000.0,False,6034,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Systems Engineer II - Data Analyst,Analyst,Not specified,Raytheon,3.7,Aerospace & Defense,Aerospace & Defense,Huntsville,AL,10000+ employees,1922.0,$10+ billion (USD),49000,76000,62500.0,False,4774,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Research Analytical Scientist-Non-Targeted Analysis,Other/Unspecified,Senior,RTI International,4.3,Research & Development,Business Services,Durham,NC,1001 to 5000 employees,1958.0,$500 million to $1 billion (USD),43000,88000,65500.0,False,2222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Director Data Science,Director,Not specified,TRANZACT,3.6,Advertising & Marketing,Business Services,Fort Lee,NJ,1001 to 5000 employees,1989.0,Unknown / Non-Applicable,124000,199000,161500.0,False,5121,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Sr Data Analyst - IT,Analyst,Senior,United BioSource,2.1,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Blue Bell,PA,1001 to 5000 employees,2003.0,$100 to $500 million (USD),52000,93000,72500.0,False,1359,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Data Engineer,Data Engineer,Senior,Figure Eight,3.9,Computer Hardware & Software,Information Technology,San Francisco,CA,51 to 200 employees,2008.0,$10 to $25 million (USD),97000,181000,139000.0,False,4915,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0
Senior Data Engineer,Data Engineer,Senior,Tapjoy,3.9,Internet,Information Technology,San Francisco,CA,201 to 500 employees,2007.0,$10 to $25 million (USD),100000,173000,136500.0,False,3466,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Associate Machine Learning Engineer / Data Scientist May 2020 Undergrad,Data Scientist,Not specified,Fareportal,3.8,Travel Agencies,Travel & Tourism,New York,NY,1001 to 5000 employees,2002.0,$2 to $5 billion (USD),53000,96000,74500.0,False,3172,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Senior Scientist - Biostatistician,Other/Unspecified,Senior,Reynolds American,3.1,Consumer Products Manufacturing,Manufacturing,Winston-Salem,NC,5001 to 10000 employees,1875.0,$10+ billion (USD),65000,96000,80500.0,False,5749,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Data Scientist,Data Scientist,Not specified,Royce Geospatial,5.0,Aerospace & Defense,Aerospace & Defense,Springfield,VA,51 to 200 employees,2014.0,$10 to $25 million (USD),75000,127000,101000.0,False,2711,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
Data Scientist,Data Scientist,Not specified,Citi,3.6,Investment Banking & Asset Management,Finance,Jersey City,NJ,10000+ employees,1812.0,$10+ billion (USD),94000,139000,116500.0,False,3948,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Principal Machine Learning Scientist,ML Engineer,Senior,Sage Intacct,4.7,Computer Hardware & Software,Information Technology,San Francisco,CA,501 to 1000 employees,1999.0,Unknown / Non-Applicable,176000,289000,232500.0,True,3855,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Data Scientist,Data Scientist,Not specified,Scale AI,3.5,Enterprise Software & Network Solutions,Information Technology,San Francisco,CA,51 to 200 employees,2016.0,Unknown / Non-Applicable,92000,149000,120500.0,False,2288,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Data Scientist,Data Scientist,Not specified,Change Healthcare,2.7,IT Services,Information Technology,Emeryville,CA,10000+ employees,2007.0,Unknown / Non-Applicable,118000,188000,153000.0,False,6995,1,1,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0
